Source,Date,Obsolescence Date,Business Name,Legal Name,Physical Address,Physical Address Number,Physical Pre Direction,Physical Address Name,Physical Address Suffix,Physical Post Direction,Physical City,Physical State,Physical ZIP,Physical ZIP 4,Key Executive Name,First Name,Middle Initial,Last Name,Title,Gender,Location Employee Size,Corporate Employee Size,Revenue / Yr,Mailing Address,Mailing Address Number,Mailing Pre Direction,Mailing Address Name,Mailing Address Suffix,Mailing Post Direction,Mailing City,Mailing State,Mailing ZIP,Mailing ZIP 4,Phone,Fax,Toll-Free,County Name,County Population,Metro Area,Latitude,Longitude,EIN,Main Line of Business,Location Type,Importer or Exporter,Manufacturer,Primary SIC,Primary SIC Description,SIC02,SIC02.Description,SIC03,SIC03.Description,SIC04,SIC04.Description,SIC05,SIC05.Description,SIC06,SIC06.Description,SIC07,SIC07.Description,SIC08,SIC08.Description,SIC09,SIC09.Description,SIC10,SIC10.Description,NAICS 1,NAICS 1 Description,NAICS 2,NAICS 2 Description,NAICS 3,NAICS 3 Description,NAICS 4,NAICS 4 Description,NAICS 5,NAICS 5 Description,NAICS 6,NAICS 6 Description,NAICS 7,NAICS 7 Description,NAICS 8,NAICS 8 Description,NAICS 9,NAICS 9 Description,NAICS 10,NAICS 10 Description,Non-Profit,Number of PCs,Public / Private,Small Business,Square Footage,Website,Women Owned,Year Established,Ticker Symbol,Stock Exchange,Fortune 1000 Ranking,Credit Score,2020 Revenue/Yr,2019 Revenue/Yr,2018 Revenue/Yr,2017 Revenue/Yr,2019 % Sales Growth,2018 % Sales Growth,2017 % Sales Growth,2020 Employees,2019 Employees,2018 Employees,2017 Employees,2019 % Employee Growth,2018 % Employee Growth,2017 % Employee Growth,Executive First Name 1,Executive Last Name 1,Executive Title 1,Executive Gender 1,Executive Department 1,Executive First Name 2,Executive Last Name 2,Executive Title 2,Executive Gender 2,Executive Department 2,Executive First Name 3,Executive Last Name 3,Executive Title 3,Executive Gender 3,Executive Department 3,Executive First Name 4,Executive Last Name 4,Executive Title 4,Executive Gender 4,Executive Department 4,Executive First Name 5,Executive Last Name 5,Executive Title 5,Executive Gender 5,Executive Department 5,Executive First Name 6,Executive Last Name 6,Executive Title 6,Executive Gender 6,Executive Department 6,Executive First Name 7,Executive Last Name 7,Executive Title 7,Executive Gender 7,Executive Department 7,Executive First Name 8,Executive Last Name 8,Executive Title 8,Executive Gender 8,Executive Department 8,Executive First Name 9,Executive Last Name 9,Executive Title 9,Executive Gender 9,Executive Department 9,Executive First Name 10,Executive Last Name 10,Executive Title 10,Executive Gender 10,Executive Department 10,Executive First Name 11,Executive Last Name 11,Executive Title 11,Executive Gender 11,Executive Department 11,Executive First Name 12,Executive Last Name 12,Executive Title 12,Executive Gender 12,Executive Department 12,Executive First Name 13,Executive Last Name 13,Executive Title 13,Executive Gender 13,Executive Department 13,Executive First Name 14,Executive Last Name 14,Executive Title 14,Executive Gender 14,Executive Department 14,Executive First Name 15,Executive Last Name 15,Executive Title 15,Executive Gender 15,Executive Department 15,Executive First Name 16,Executive Last Name 16,Executive Title 16,Executive Gender 16,Executive Department 16,Executive First Name 17,Executive Last Name 17,Executive Title 17,Executive Gender 17,Executive Department 17,Executive First Name 18,Executive Last Name 18,Executive Title 18,Executive Gender 18,Executive Department 18,Executive First Name 19,Executive Last Name 19,Executive Title 19,Executive Gender 19,Executive Department 19,Executive First Name 20,Executive Last Name 20,Executive Title 20,Executive Gender 20,Executive Department 20,Est. Accounting Annual Expense,Est. Advertising Annual Expense,Est. Business Insurance Annual Expense,Est. Legal Annual Expense,Est. Office Equipment Annual Expense,Est. Rent Annual Expense,Est. Technology Annual Expense,Est. Telecom Annual Expense,Est. Utilities Annual Expense,AtoZ ID,Home Based Business,Franchise Type,Holding Parent Name,Source ,
"AtoZDatabases","03/02/2022","09/02/2022","Fiesta Mercado","","612 W Commerce St","612","W","Commerce","St","","San Antonio","TX","78207","8121"," ","","","","","","9","","$959,000","612 W Commerce St","612","W","Commerce","St","","San Antonio","TX","78207","8121","(210) 223-3535","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4254726","-98.5005123","","Food Markets","","","No","5411015","Food Markets","","","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","","","No","5 to 9","Private","Yes","1000 to 4999","","No","2017","","","","75","1961300","1961300","1743378","1525456","0.0","12.5","14.29","9","9","8","7","0.0","12.5","14.29","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5000 to $24999","$5000 to $14999","$7500 to $19999","$7500 to $14999","$5000 to $9999","$10000 to $24999","$10000 to $24999","$2000 to $4999","$7500 to $19999","11140011100344","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","El Viejo Barbershop","","1726 Fredericksburg Rd Ste 106","1726","","Fredericks","Rd","","San Antonio","TX","78201","5093"," ","","","","","","4","","$958,000","1726 Fredericksburg Rd Ste 106","1726","","Fredericks","Rd","","San Antonio","TX","78201","5093","(210) 530-8905","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.460973","-98.522124","","Grocery Stores","","","No","5411001","Grocery Stores","","","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","1000 to 4999","","No","2020","","","","66","958000","0","0","0","0.0","0.0","0.0","4","","","","0.0","0.0","0.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2500 to $4999","$5000 to $14999","$2500 to $7499","$2500 to $7499","$2000 to $4999","$5000 to $9999","$5000 to $9999","Up to $1999","$2500 to $7499","11140019127872","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","K Food Store","","1318 West Ave","1318","","West","Ave","","San Antonio","TX","78201","3501"," ","","","","","","4","","$939,000","1318 West Ave","1318","","West","Ave","","San Antonio","TX","78201","3501","N/A","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4742197","-98.5258773","","Grocery Stores","","","No","5411001","Grocery Stores","","","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","","","No","Up to 4","Private","No","1000 to 4999","www.circlek.com","No","2021","","","","66","939000","0","0","0","0.0","0.0","0.0","4","","","","0.0","0.0","0.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2500 to $4999","$5000 to $14999","$2500 to $7499","$2500 to $7499","$2000 to $4999","$5000 to $9999","$5000 to $9999","Up to $1999","$2500 to $7499","11140021719632","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Handy Andy Supermarkets","","3025 West Ave","3025","","West","Ave","","San Antonio","TX","78201","2245"," ","","","","","","4","","$939,000","3025 West Ave","3025","","West","Ave","","San Antonio","TX","78201","2245","(210) 344-8588","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4881306","-98.5267165","","Grocery Stores","","","No","5411001","Grocery Stores","","","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","1000 to 4999","","No","2021","","","","66","939000","0","0","0","0.0","0.0","0.0","4","","","","0.0","0.0","0.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2500 to $4999","$5000 to $14999","$2500 to $7499","$2500 to $7499","$2000 to $4999","$5000 to $9999","$5000 to $9999","Up to $1999","$2500 to $7499","11140023519757","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Rivera Convenience Store","","730 Nogalitos St","730","","Nogalitos","St","","San Antonio","TX","78204","1831"," ","","","","","","4","","$806,000","730 Nogalitos St","730","","Nogalitos","St","","San Antonio","TX","78204","1831","(210) 233-1465","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.404904","-98.507285","","Grocery Stores","","","No","5411001","Grocery Stores","","","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","1000 to 4999","www.hestiascore.com","No","2021","","","","66","806000","0","0","0","0.0","0.0","0.0","4","","","","0.0","0.0","0.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2500 to $4999","$5000 to $14999","$2500 to $7499","$2500 to $7499","$2000 to $4999","$5000 to $9999","$5000 to $9999","Up to $1999","$2500 to $7499","11140023226856","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","South Presa Holdings Llc","","2601 S Flores St","2601","S","Flores","St","","San Antonio","TX","78204","2914","Leslie Jones","Leslie","","Jones","Manager","Unknown","4","","$806,000","2601 S Flores St","2601","S","Flores","St","","San Antonio","TX","78204","2914","N/A","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.398557","-98.504846","","Grocery Stores","","","No","5411001","Grocery Stores","","","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","","","No","Up to 4","Private","No","1000 to 4999","","No","2021","","","","66","806000","0","0","0","0.0","0.0","0.0","4","","","","0.0","0.0","0.0","Leslie","Jones","Manager","Unknown","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2500 to $4999","$5000 to $14999","$2500 to $7499","$2500 to $7499","$2000 to $4999","$5000 to $9999","$5000 to $9999","Up to $1999","$2500 to $7499","11140023791570","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Coyote Express 2","Coyote Express","1602 W Commerce St","1602","W","Commerce","St","","San Antonio","TX","78207","3545"," ","","","","","","4","","$778,000","1602 W Commerce St","1602","W","Commerce","St","","San Antonio","TX","78207","3545","(210) 212-6755","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4266817","-98.5123336","","Convenience Stores","","","No","5411002","Convenience Stores","5411001","Grocery Stores","5411003","Supermarkets","","","","","","","","","","","","","","","445131","Convenience Retailers","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","1000 to 4999","www.coyoteexpress.com","No","2006","","","","87","935894","935894","1123073","935894","0.0","-16.67","20.0","5","5","6","5","0.0","-16.67","20.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2500 to $4999","$5000 to $14999","$2500 to $7499","$2500 to $7499","$2000 to $4999","$5000 to $9999","$5000 to $9999","Up to $1999","$2500 to $7499","11132552692001","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Lichas","","1535 S Brazos St","1535","S","Brazos","St","","San Antonio","TX","78207","6915"," ","","","","","","4","","$725,000","1535 S Brazos St","1535","S","Brazos","St","","San Antonio","TX","78207","6915","(210) 281-4200","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4107295","-98.5154832","","Grocery Stores","","","No","5411001","Grocery Stores","","","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","1000 to 4999","","No","2020","","","","66","725000","0","0","0","0.0","0.0","0.0","4","","","","0.0","0.0","0.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2500 to $4999","$5000 to $14999","$2500 to $7499","$2500 to $7499","$2000 to $4999","$5000 to $9999","$5000 to $9999","Up to $1999","$2500 to $7499","11140017958662","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Galleria Food","","703 S San Jacinto St","703","S","San Jacint","St","","San Antonio","TX","78207","5552","Daniel Garcia","Daniel","","Garcia","Owner","Male","9","","$685,000","703 S San Jacinto St","703","S","San Jacint","St","","San Antonio","TX","78207","5552","(210) 212-8989","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.420547","-98.516565","","Restaurants","","","No","5812001","Restaurants","5411001","Grocery Stores","5812015","American Restaurants","5812110","Burger Restaurants","","","","","","","","","","","","","722511","Full-Service Restaurants","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","No","5 to 9","Private","Yes","1000 to 4999","","No","1995","","","","90","428252","428252","571003","428252","0.0","-25.0","33.33","3","3","4","3","0.0","-25.0","33.33","Daniel","Garcia","Owner","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5000 to $24999","$5000 to $14999","$7500 to $19999","$7500 to $14999","$5000 to $9999","$10000 to $24999","$10000 to $24999","$2000 to $4999","$7500 to $19999","11132554593588","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Kennys Food Store","","342 Merida St","342","","Merida","St","","San Antonio","TX","78207","7717","Atilano Mendoza","Atilano","","Mendoza","Owner","Male","5","","$685,000","342 Merida St","342","","Merida","St","","San Antonio","TX","78207","7717","(210) 225-6884","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.40812","-98.522422","","Restaurants","","","No","5812001","Restaurants","5411001","Grocery Stores","5812015","American Restaurants","5812011","Mexican Restaurants","5812110","Burger Restaurants","","","","","","","","","","","722511","Full-Service Restaurants","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","1000 to 4999","","No","1990","","","","90","428252","428252","713754","428252","0.0","-40.0","66.67","3","3","5","3","0.0","-40.0","66.67","Atilano","Mendoza","Owner","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2500 to $4999","$5000 to $14999","$2500 to $7499","$2500 to $7499","$2000 to $4999","$10000 to $24999","$5000 to $9999","Up to $1999","$7500 to $19999","11132553859356","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","B & J Grocery","B & J Grocery Store","2825 Chihuahua St","2825","","Chihuahua","St","","San Antonio","TX","78207","6419","Jose Flores","Jose","","Flores","Owner","Unknown","3","","$628,000","2825 Chihuahua St","2825","","Chihuahua","St","","San Antonio","TX","78207","6419","(210) 438-0084","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4175155","-98.5373973","","Grocery Stores","","","No","5411001","Grocery Stores","","","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","Up to 999","","No","1999","","","","83","653767","653767","435845","435845","0.0","50.0","0.0","3","3","2","2","0.0","50.0","0.0","Jose","Flores","Owner","Unknown","Administration & Operations","Luis","Hernandez","Manager","Unknown","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$1000 to $2499","$1000 to $4999","$2500 to $7499","$2500 to $7499","Up to $1999","$5000 to $9999","$5000 to $9999","Up to $1999","$2500 to $7499","11132552352804","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Del Sol Grocery","","1557 SW 19th St","1557","SW","19th","St","","San Antonio","TX","78207","6557"," ","","","","","","3","","$628,000","1557 SW 19th St","1557","SW","19th","St","","San Antonio","TX","78207","6557","(210) 888-1442","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4121391","-98.5384423","","Grocery Stores","","","No","5411001","Grocery Stores","","","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","Up to 999","","No","2010","","","","83","653767","653767","217922","217922","0.0","200.0","0.0","3","3","1","1","0.0","200.0","0.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$1000 to $2499","$1000 to $4999","$2500 to $7499","$2500 to $7499","Up to $1999","$5000 to $9999","$5000 to $9999","Up to $1999","$2500 to $7499","11132548929968","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Daniel's Food Mart","","270 Castroville Rd","270","","Castrovill","Rd","","San Antonio","TX","78207","5132","Mohammad Rafati","Mohammad","","Rafati","Owner","Male","2","","$370,000","270 Castroville Rd","270","","Castrovill","Rd","","San Antonio","TX","78207","5132","(210) 346-1404","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.419212","-98.541641","","Convenience Stores","","","No","5411002","Convenience Stores","5411001","Grocery Stores","5411003","Supermarkets","","","","","","","","","","","","","","","445131","Convenience Retailers","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","Up to 999","","No","2015","","","","79","374358","374358","374358","561536","0.0","0.0","-33.33","2","2","2","3","0.0","0.0","-33.33","Mohammad","Rafati","Owner","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$1000 to $2499","$1000 to $4999","Up to $2499","Up to $2499","Up to $1999","$2500 to $4999","$2500 to $4999","Up to $1999","$2500 to $7499","11140005401621","No","","","AtoZDatabases",
